"PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"212071_s_at",-1.31508742583251,11.4235617991215,-15.9010851382767,4.15616727777688e-30,6.9382125332432e-28,57.9913403792101,"SPTBN1","spectrin beta, non-erythrocytic 1"
"207542_s_at",-1.31288385221745,10.1759577101776,-7.82709467141984,3.5620962595142e-12,4.43183645732858e-11,16.9817865730863,"AQP1","aquaporin 1 (Colton blood group)"
"218901_at",-1.31252830552463,9.00955381440187,-10.3761973225269,6.20076300079711e-18,1.8773315481897e-16,30.1264512271527,"PLSCR4","phospholipid scramblase 4"
"209687_at",-1.31046776816643,8.78700249566355,-8.25982819500405,3.89964521464872e-13,5.70182377414813e-12,19.1693145526129,"CXCL12","C-X-C motif chemokine ligand 12"
"213900_at",-1.31001294184658,8.16313376297196,-16.0389677593902,2.14915992817403e-30,3.77084493539384e-28,58.646587594824,"ENTREP1","endosomal transmembrane epsin interactor 1"
"219836_at",-1.30769992336629,7.65667496926168,-10.1940814129917,1.61438131192826e-17,4.56513436214434e-16,29.1761744058164,"ZBED2","zinc finger BED-type containing 2"
"203961_at",-1.30649060858585,9.74617860676635,-11.1187748190634,1.25968047840694e-19,4.92446668427049e-18,33.9976592339846,"NEBL","nebulette"
"205554_s_at",-1.30496627823505,6.81259200547664,-14.1490052560166,2.20836241709136e-26,2.25729081376361e-24,49.465111969061,"DNASE1L3","deoxyribonuclease 1L3"
"206754_s_at",-1.30396685187721,10.5502469762991,-6.04886174695653,2.11452823835106e-08,1.40190516915134e-07,8.42784467983939,"CYP2B6","cytochrome P450 family 2 subfamily B member 6"
"206754_s_at",-1.30396685187721,10.5502469762991,-6.04886174695653,2.11452823835106e-08,1.40190516915134e-07,8.42784467983939,"CYP2B7P","cytochrome P450 family 2 subfamily B member 7, pseudogene"
"218546_at",-1.30389699635257,8.60350031619626,-12.6903739204901,3.59504265011028e-23,2.2007784442969e-21,42.1117042555844,"C1orf115","chromosome 1 open reading frame 115"
"202555_s_at",-1.30262593727023,10.2666034809626,-10.4860340000427,3.48221143047325e-18,1.08371672214016e-16,30.699568948082,"MYLK","myosin light chain kinase"
"219563_at",-1.3018344570855,7.63356275474766,-13.7069668337169,2.03089309162891e-25,1.70771285889687e-23,47.2589135227976,"SYNE3","spectrin repeat containing nuclear envelope family member 3"
"208789_at",-1.29563653708445,10.2822711182617,-13.7212854125508,1.88944587564195e-25,1.59479251692915e-23,47.3306980166013,"CAVIN1","caveolae associated protein 1"
"214770_at",-1.29493172297994,7.29578428435514,-9.14406104281033,3.97395098242015e-15,7.74729219083712e-14,23.7124451941997,"MSR1","macrophage scavenger receptor 1"
"218736_s_at",-1.2949087473297,7.25514087358879,-12.9164394680516,1.12778615956133e-23,7.30536598648402e-22,43.2645000860182,"PALMD","palmdelphin"
"212226_s_at",-1.29375459932126,10.9352784681402,-12.5524661325733,7.30739678604799e-23,4.36543492180985e-21,41.406365046945,"PLPP3","phospholipid phosphatase 3"
"208634_s_at",-1.29331100574702,11.2847193723645,-15.6085492924075,1.69717827743466e-29,2.55219313270945e-27,56.5933251202674,"MACF1","microtubule actin crosslinking factor 1"
"215016_x_at",-1.29291601600247,10.1693533599346,-11.8742592111203,2.44290821806495e-21,1.1859547673887e-19,37.9169315361812,"DST","dystonin"
"206283_s_at",-1.29273068848065,6.45090858492523,-19.6053323419412,1.92503174535568e-37,1.22558521090745e-34,74.7484811226489,"TAL1","TAL bHLH transcription factor 1, erythroid differentiation factor"
"204661_at",-1.29208885171886,10.4425323144206,-9.68297815845683,2.36431310138034e-16,5.55738278882468e-15,26.5116180897524,"CD52","CD52 molecule"
"209318_x_at",-1.28968659046974,8.38982548378505,-9.07880755971931,5.58691701969305e-15,1.0667803937431e-13,23.3746917559381,"PLAGL1","PLAG1 like zinc finger 1"
"219478_at",-1.28729729551408,8.95561972091589,-13.6319284554544,2.96580822493832e-25,2.40316744277457e-23,46.8823749350922,"WFDC1","WAP four-disulfide core domain 1"
"37004_at",-1.2861562070957,12.4538957769065,-5.58193158113079,1.77318678344762e-07,1.00411489442346e-06,6.34907485420673,"SFTPB","surfactant protein B"
"200671_s_at",-1.27923791707988,7.50376264693458,-13.6955576772779,2.15117425103449e-25,1.78195597902608e-23,47.2017000251996,"SPTBN1","spectrin beta, non-erythrocytic 1"
"202747_s_at",-1.27762184799508,9.6677389278972,-16.2433387511214,8.12087248150306e-31,1.48325738938797e-28,59.6134171132861,"ITM2A","integral membrane protein 2A"
"204642_at",-1.27744822288213,8.19024606838318,-18.355115034907,4.73837160216223e-35,1.85167804650318e-32,69.2907810811238,"S1PR1","sphingosine-1-phosphate receptor 1"
"209210_s_at",-1.27472453395813,10.215113387,-13.1590297625204,3.26689455580195e-24,2.29641045384653e-22,44.4965642413897,"FERMT2","FERM domain containing kindlin 2"
"205960_at",-1.27348467011893,7.07076034231776,-11.7103997835875,5.73033229901202e-21,2.69386064596804e-19,37.0693243230306,"PDK4","pyruvate dehydrogenase kinase 4"
"219167_at",-1.27334008654716,7.79610676092523,-15.1738332476566,1.39971019989073e-28,1.91348112786288e-26,54.4964735634424,"RASL12","RAS like family 12"
"205289_at",-1.27138181397221,7.86659458565421,-8.45169237290589,1.45096604639603e-13,2.2593903851742e-12,20.1478731768191,"BMP2","bone morphogenetic protein 2"
"212822_at",-1.26917229841204,9.23101410459813,-16.4597264580592,2.91433560976234e-31,5.6469687297682e-29,60.6313496904512,"HEG1","heart development protein with EGF like domains 1"
"203888_at",-1.2675171050278,8.64273778408411,-13.8660182203152,9.11878135308432e-26,8.32761495454008e-24,48.0551084880788,"THBD","thrombomodulin"
"209283_at",-1.26419375881949,8.24599178718692,-16.5345050628979,2.04798059635539e-31,4.11127492149434e-29,60.9817426515724,"CRYAB","crystallin alpha B"
"212230_at",-1.25771137239023,9.42746808925234,-13.3254491008056,1.40078013382512e-24,1.04743569536997e-22,45.338631399141,"PLPP3","phospholipid phosphatase 3"
"218353_at",-1.25603351122309,9.02969691645794,-8.75180121802438,3.06626870856596e-14,5.28019054350658e-13,21.6872846386723,"RGS5","regulator of G protein signaling 5"
"203766_s_at",-1.255500040557,8.59244690251402,-13.162431307051,3.21075222650669e-24,2.2640883501028e-22,44.5138017941616,"LMOD1","leiomodin 1"
"202908_at",-1.25204716892154,9.31616475613084,-14.4954586794458,3.93750934863649e-27,4.47650616406464e-25,51.1794407680753,"WFS1","wolframin ER transmembrane glycoprotein"
"209696_at",-1.25101533117699,10.305779080028,-7.61776098996677,1.02781175551281e-11,1.19721533445331e-10,15.9349402569724,"FBP1","fructose-bisphosphatase 1"
"214265_at",-1.24913278227516,8.64720738872897,-10.6549459838801,1.43422673772067e-18,4.72764414151327e-17,31.5807504148141,"ITGA8","integrin subunit alpha 8"
"214247_s_at",-1.24537826070936,9.14680052497196,-8.01274531588285,1.38352170848936e-12,1.83070155761688e-11,17.9166713625238,"DKK3","dickkopf Wnt signaling pathway inhibitor 3"
"44783_s_at",-1.24450210775546,9.67374490441122,-9.44372148755042,8.28829735397302e-16,1.7948311947384e-14,25.2670441705198,"HEY1","hes related family bHLH transcription factor with YRPW motif 1"
"211663_x_at",-1.24278530430894,9.60717518227103,-12.8262071480516,1.79042416550993e-23,1.12383159662135e-21,42.8048946009783,"PTGDS","prostaglandin D2 synthase"
"208937_s_at",-1.24267363379205,10.2465446171776,-7.61298465242325,1.05287185783718e-11,1.22576507879759e-10,15.9111511796082,"ID1","inhibitor of DNA binding 1"
"211998_at",-1.23886655014075,9.09360916746729,-11.8051445612386,3.49944364319598e-21,1.68056255821845e-19,37.559608311057,"H3-3B","H3.3 histone B"
"204220_at",-1.23104546651549,8.91865621843925,-13.057353020831,5.48759192619985e-24,3.77407441023183e-22,43.9808182292742,"GMFG","glia maturation factor gamma"
"219059_s_at",-1.23065680179522,8.61262485098131,-16.1686563204432,1.1582314810317e-30,2.08136065256688e-28,59.2607218203261,"LYVE1","lymphatic vessel endothelial hyaluronan receptor 1"
"212914_at",-1.22995554700704,9.28119972854206,-13.4016530196936,9.51378662680351e-25,7.30027563023587e-23,45.7233344234167,"CBX7","chromobox 7"
"212951_at",-1.22923760563864,10.1429184509813,-7.77367140691606,4.67152857312532e-12,5.70699951726707e-11,16.7138586650146,"ADGRF5","adhesion G protein-coupled receptor F5"
"203058_s_at",-1.2280951689335,9.94304013385981,-9.84856449801031,9.9139506606631e-17,2.47382488881921e-15,27.374221638,"PAPSS2","3'-phosphoadenosine 5'-phosphosulfate synthase 2"
"204049_s_at",-1.22607714313829,9.31337276565421,-9.48724065902312,6.59850264206761e-16,1.45147516656656e-14,25.4932338326821,"PHACTR2","phosphatase and actin regulator 2"
"209815_at",-1.22438396858726,6.53711301865421,-10.0923446231731,2.75518980614528e-17,7.51455256430053e-16,28.6454023891919,"PTCH1","patched 1"
"204042_at",-1.22228598914392,8.40000167329907,-10.7367852445501,9.3335768963713e-19,3.1369546603596e-17,32.0075519637325,"WASF3","WASP family member 3"
"218418_s_at",-1.22060301492646,9.85321654996262,-13.8083083513081,1.21893960673996e-25,1.06935556129869e-23,47.7665224928105,"KANK2","KN motif and ankyrin repeat domains 2"
"205978_at",-1.21994969860626,5.64181974675701,-14.4189053814156,5.75695027641125e-27,6.4141061504636e-25,50.8017897412913,"KL","klotho"
"213103_at",-1.21981976711928,8.18895597621495,-20.738385513752,1.55026503873119e-39,1.91914199211373e-36,79.5222242838812,"STARD13","StAR related lipid transfer domain containing 13"
"213478_at",-1.21969006815799,8.61326950201869,-11.9740591401794,1.45460772951766e-21,7.30023063892838e-20,38.4323830527686,"KAZN","kazrin, periplakin interacting protein"
"209481_at",-1.21806832529627,9.57643131881308,-14.3718480732405,7.27345869638499e-27,7.89145119287861e-25,50.5693208289287,"SNRK","SNF related kinase"
"219452_at",-1.21743761233146,7.70871375205607,-17.5692281471867,1.66977075476369e-33,4.3919263824647e-31,65.7566206251066,"DPEP2","dipeptidase 2"
"209655_s_at",-1.21452467693209,7.11910734258879,-11.7221296588568,5.39076804520936e-21,2.55579753939149e-19,37.130051537697,"TMEM47","transmembrane protein 47"
"202669_s_at",-1.21139506476003,8.4536776201028,-7.36315864850033,3.68971539641362e-11,3.90583981844583e-10,14.6733539965248,"EFNB2","ephrin B2"
"204797_s_at",-1.20703730920443,7.16919171250467,-13.7015073637834,2.0875830640976e-25,1.73573184392861e-23,47.2315375819709,"EML1","EMAP like 1"
"221204_s_at",-1.20597154141239,8.54105060608411,-13.262821035984,1.92590978529677e-24,1.40705074576288e-22,45.0220462273853,"CRTAC1","cartilage acidic protein 1"
"202668_at",-1.20568257832196,9.83426724258879,-9.86216822399523,9.23049433528678e-17,2.32072855897715e-15,27.4451241825913,"EFNB2","ephrin B2"
"207741_x_at",-1.19959655419986,8.89815051903738,-6.94225122707374,2.96305718992486e-10,2.68179542498357e-09,12.6199253870215,"TPSAB1","tryptase alpha/beta 1"
"218995_s_at",-1.19931356098628,9.13142798096262,-8.24224753622805,4.26846905807041e-13,6.18830813409128e-12,19.0798927473054,"EDN1","endothelin 1"
"218625_at",-1.19625473036559,7.91197976168224,-10.7426063579306,9.05274077644126e-19,3.05639731396122e-17,32.0379053454162,"NRN1","neuritin 1"
"218346_s_at",-1.19538618881703,9.23129952292523,-15.9456783725696,3.35697528849359e-30,5.66693032981081e-28,58.2035165586572,"SESN1","sestrin 1"
"208961_s_at",-1.1949849157755,10.3465107389252,-9.95313118685444,5.72477151783558e-17,1.48331492711547e-15,27.9193365863676,"KLF6","KLF transcription factor 6"
"204755_x_at",-1.19497549695391,7.57825245627103,-11.0780732910593,1.55897523256459e-19,6.0101462123247e-18,33.7858095784871,"HLF","HLF transcription factor, PAR bZIP family member"
"209335_at",-1.19439180042646,10.0475034490093,-8.79186484375824,2.49008917442282e-14,4.33489508387997e-13,21.8935064719437,"DCN","decorin"
"208370_s_at",-1.1942552607836,8.83940607300935,-10.6393293526504,1.55677527504696e-18,5.07900782633551e-17,31.499295793137,"RCAN1","regulator of calcineurin 1"
"220170_at",-1.19385714455454,7.22522264618692,-17.6233752849144,1.30309477917663e-33,3.58479764992504e-31,66.0026888685857,"FHL5","four and a half LIM domains 5"
"213247_at",-1.19230937717558,9.4431665821215,-17.5829233877016,1.56821738196978e-33,4.21019131595573e-31,65.818893634993,"SVEP1","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
"207961_x_at",-1.1902239979437,9.34802645766355,-12.5805748520194,6.32293131590915e-23,3.8079426624974e-21,41.5502538099237,"MYH11","myosin heavy chain 11"
"212730_at",-1.18989900223997,8.37154485457944,-15.608966798998,1.69376117564007e-29,2.55219313270945e-27,56.5953278926747,"SYNM","synemin"
"200986_at",-1.18974590286664,10.5860774308411,-11.0588421894605,1.72421356651979e-19,6.55642506873044e-18,33.6856935042324,"SERPING1","serpin family G member 1"
"201810_s_at",-1.18926794229416,9.52815017102804,-12.0909837153645,7.93071905581894e-22,4.11935227787444e-20,39.0354703900991,"SH3BP5","SH3 domain binding protein 5"
"207574_s_at",-1.18893963987825,9.597300212,-8.55191353032074,8.64292348330165e-14,1.3875379249165e-12,20.6608456575453,"GADD45B","growth arrest and DNA damage inducible beta"
"212538_at",-1.18852690364392,8.9381856066729,-10.3740259563531,6.27190561468342e-18,1.89372456384811e-16,30.1151208201409,"DOCK9","dedicator of cytokinesis 9"
"203803_at",-1.18523506598804,6.39087534582243,-9.24674294574911,2.32372630518726e-15,4.69730684632608e-14,24.2445266107045,"PCYOX1","prenylcysteine oxidase 1"
"212444_at",-1.18476000093068,11.0225124431308,-9.52779879821964,5.33498461803687e-16,1.19717484636169e-14,25.7041150874382,"GPRC5A","G protein-coupled receptor class C group 5 member A"
"212912_at",-1.18313218801653,9.14958218578505,-9.58901930583519,3.87027867822685e-16,8.86345527101017e-15,26.0225694237729,"RPS6KA2","ribosomal protein S6 kinase A2"
"32625_at",-1.18215100351618,7.53375627257944,-21.4212283170809,9.14621159089209e-41,2.54756291099811e-37,82.3215227607968,"NPR1","natriuretic peptide receptor 1"
"204236_at",-1.18084470722519,6.21700297976636,-11.5645001096581,1.22585899175372e-20,5.48510359703776e-19,36.3133591007264,"FLI1","Fli-1 proto-oncogene, ETS transcription factor"
"210944_s_at",-1.18037819868578,7.71282531741122,-12.5424567071927,7.69392617449765e-23,4.56447337389415e-21,41.3551115267164,"CAPN3","calpain 3"
"202877_s_at",-1.1802628651031,9.22420711292523,-17.8850413304292,3.95261929344758e-34,1.33448811690746e-31,67.1864624387277,"CD93","CD93 molecule"
"213348_at",-1.17814681905067,8.51974286309346,-10.2174369260354,1.42794364979264e-17,4.07411886662348e-16,29.2980355791905,"CDKN1C","cyclin dependent kinase inhibitor 1C"
"209683_at",-1.17767037064849,6.86680378925234,-11.6873269418449,6.46209260221391e-21,2.99365508222729e-19,36.9498507121861,"CYRIA","CYFIP related Rac1 interactor A"
"202202_s_at",-1.17709330669353,8.49489707800935,-10.3527389110425,7.0140787744538e-18,2.10356281737758e-16,30.0040425608524,"LAMA4","laminin subunit alpha 4"
"220088_at",-1.1742900824803,8.90880746968224,-10.0743394933018,3.02854162264933e-17,8.20985316027921e-16,28.5514798522764,"C5AR1","complement C5a receptor 1"
"202910_s_at",-1.17193993500458,8.91607412788785,-13.1853745515315,2.85654381194864e-24,2.02714540642202e-22,44.6300400988563,"ADGRE5","adhesion G protein-coupled receptor E5"
"221276_s_at",-1.17187508693807,5.78294054574766,-13.8181588703547,1.15999680677738e-25,1.02980911734743e-23,47.8158059586856,"SYNC","syncoilin, intermediate filament protein"
"220003_at",-1.17182481039761,8.20773164763551,-14.6947883250712,1.46897927173674e-27,1.76936568173566e-25,52.1596458858314,"LRRC36","leucine rich repeat containing 36"
"218574_s_at",-1.17177600812069,9.09294765953271,-12.0208209737955,1.14114954334101e-21,5.83725241217987e-20,38.6736840470399,"LMCD1","LIM and cysteine rich domains 1"
"205756_s_at",-1.17145078582055,8.58844963376636,-10.4462307165171,4.29199848937245e-18,1.32097517042384e-16,30.4918854655251,"F8","coagulation factor VIII"
"219091_s_at",-1.17130373337122,7.99450463776636,-17.6155993401054,1.35029876168892e-33,3.6693545495993e-31,65.967374917812,"MMRN2","multimerin 2"
"208250_s_at",-1.17082903722871,10.2693705267757,-5.65032679948406,1.30529843286502e-07,7.57447004675293e-07,6.64802000823283,"DMBT1","deleted in malignant brain tumors 1"
"36711_at",-1.17032492212949,9.12553199312149,-7.28626334881134,5.41430499989936e-11,5.53934611169685e-10,14.2950667340066,"MAFF","MAF bZIP transcription factor F"
"215918_s_at",-1.16984041074771,7.68052047888785,-16.6169170355421,1.38938990761495e-31,2.84034635884255e-29,61.367078987252,"SPTBN1","spectrin beta, non-erythrocytic 1"
"220244_at",-1.16863623561682,8.29558603382243,-14.1039045352445,2.76677711625908e-26,2.75232564650005e-24,49.2409706282861,"LINC00312","long intergenic non-protein coding RNA 312"
"207808_s_at",-1.16832736911858,8.66488268090654,-8.5573094780224,8.40492402743267e-14,1.35127649425168e-12,20.6884974142979,"PROS1","protein S"
"203186_s_at",-1.16818773735504,11.1098929260093,-8.19246207018306,5.51214312019853e-13,7.88870167934385e-12,18.8268998680332,"S100A4","S100 calcium binding protein A4"
"218974_at",-1.16752346812807,7.40643364338318,-11.0648204058092,1.67105081948925e-19,6.37603174840391e-18,33.7168170555391,"SOBP","sine oculis binding protein homolog"
"204753_s_at",-1.1653050425285,7.49636712492523,-9.36685111385063,1.23960435091216e-15,2.58633930256326e-14,24.8677493371238,"HLF","HLF transcription factor, PAR bZIP family member"
"203372_s_at",-1.16340258579698,7.08616373343925,-7.05250823373898,1.72358435547975e-10,1.63154758679504e-09,13.1536061358654,"SOCS2","suppressor of cytokine signaling 2"
"211343_s_at",-1.15909034658058,7.19284496384112,-10.6386730469716,1.56214894021019e-18,5.08908842612628e-17,31.4958724988048,"COL13A1","collagen type XIII alpha 1 chain"
"207002_s_at",-1.15844267230894,6.65500012530841,-9.12780763343512,4.32598359963809e-15,8.39241553127457e-14,23.6282885158451,"PLAGL1","PLAG1 like zinc finger 1"
"202340_x_at",-1.15801605920444,9.67789994585981,-7.5516623648999,1.43394910883412e-11,1.62857736963051e-10,15.6061297455945,"NR4A1","nuclear receptor subfamily 4 group A member 1"
"204174_at",-1.1571893208494,10.2878317608972,-6.89423378093073,3.74814347539308e-10,3.32881152101172e-09,12.3885041854788,"ALOX5AP","arachidonate 5-lipoxygenase activating protein"
"203435_s_at",-1.15551942782407,9.25156918939252,-10.03786727726,3.66815935730816e-17,9.81243636961556e-16,28.3612390029441,"MME","membrane metalloendopeptidase"
"201578_at",-1.1546661939437,9.0303801483271,-11.6791353477616,6.7438311181291e-21,3.1176927138023e-19,36.9074267326109,"PODXL","podocalyxin like"
"207358_x_at",-1.15215387500457,9.66287724190654,-13.0031997288019,7.23630225609814e-24,4.90111012682781e-22,43.7057461910995,"MACF1","microtubule actin crosslinking factor 1"
"201531_at",-1.15008629136207,11.3860146012617,-8.68449691755827,4.34840141068628e-14,7.2853705740092e-13,21.3412029319415,"ZFP36","ZFP36 ring finger protein"
"205405_at",-1.14992366260274,8.22218681371963,-14.6335578191899,1.98767160416191e-27,2.36851798692727e-25,51.859027987982,"SEMA5A","semaphorin 5A"
"202688_at",-1.14816229076038,10.4120028305981,-7.62543682713331,9.8877378202923e-12,1.15536686863961e-10,15.9731799549357,"TNFSF10","TNF superfamily member 10"
"203603_s_at",-1.14814072960697,6.74875337107477,-9.75001315894375,1.66315151746759e-16,4.01516850094586e-15,26.8607262268953,"ZEB2","zinc finger E-box binding homeobox 2"
"208228_s_at",-1.14773812039268,6.47901094813084,-8.63810133915393,5.5310855717888e-14,9.17715411736186e-13,21.1029061309018,"FGFR2","fibroblast growth factor receptor 2"
"206159_at",-1.14762064653026,7.8553247823271,-13.2124406590578,2.48874268697493e-24,1.78317213163544e-22,44.7671030506081,"GDF10","growth differentiation factor 10"
"210119_at",-1.14742129824842,8.35940086845794,-7.05160800178953,1.73124638012764e-10,1.63602048720883e-09,13.1492360490366,"KCNJ15","potassium inwardly rectifying channel subfamily J member 15"
"41644_at",-1.14651536676566,10.3827765751215,-18.6513562414749,1.26269460337636e-35,5.51698506804618e-33,70.6022224647602,"SASH1","SAM and SH3 domain containing 1"
"206884_s_at",-1.14361036403801,7.97196346925234,-5.28557334162254,6.54122629564822e-07,3.33161475533553e-06,5.07755223486993,"SCEL","sciellin"
"203835_at",-1.14200895084236,9.71377092018692,-15.4040695958966,4.56575021973978e-29,6.56378142880397e-27,55.6098751969846,"LRRC32","leucine rich repeat containing 32"
"219064_at",-1.13896932247572,7.66845427128972,-18.540945440506,2.06438639744944e-35,8.51865223969739e-33,70.1147684382729,"ITIH5","inter-alpha-trypsin inhibitor heavy chain 5"
"214475_x_at",-1.13848415097255,6.32105300142991,-10.1478394037676,2.0583751370844e-17,5.7261889113173e-16,28.9349118854068,"CAPN3","calpain 3"
"202014_at",-1.13842602922449,8.21740646541122,-11.0141854087121,2.17876152529578e-19,8.06467492826674e-18,33.4531675739497,"PPP1R15A","protein phosphatase 1 regulatory subunit 15A"
"221019_s_at",-1.13732250416538,9.19080691215888,-10.6165500042429,1.75456548415347e-18,5.64170024291369e-17,31.3804751135534,"COLEC12","collectin subfamily member 12"
"203074_at",-1.13723030890359,8.68266941914019,-8.63434381696701,5.63985917331291e-14,9.3367742911539e-13,21.0836167344989,"ANXA8L1","annexin A8 like 1"
"203074_at",-1.13723030890359,8.68266941914019,-8.63434381696701,5.63985917331291e-14,9.3367742911539e-13,21.0836167344989,"LINC00842","long intergenic non-protein coding RNA 842"
"203074_at",-1.13723030890359,8.68266941914019,-8.63434381696701,5.63985917331291e-14,9.3367742911539e-13,21.0836167344989,"ANXA8","annexin A8"
"213006_at",-1.13714187002991,6.00333985656075,-8.76816317312243,2.81643749588035e-14,4.87256806837748e-13,21.7714866968602,"CEBPD","CCAAT enhancer binding protein delta"
"204081_at",-1.13447135558023,8.98145663224299,-9.70506965628199,2.10554308512688e-16,4.98595287628929e-15,26.6266503693373,"NRGN","neurogranin"
"217525_at",-1.132374587019,8.34323392031776,-14.3249668939408,9.18365332630585e-27,9.69854725450584e-25,50.3374760308878,"OLFML1","olfactomedin like 1"
"204638_at",-1.13133793683181,10.1932653854206,-8.7336937954441,3.36857253955982e-14,5.76512303371824e-13,21.5941307270514,"ACP5","acid phosphatase 5, tartrate resistant"
"213071_at",-1.13127810681879,8.13371304033645,-7.88964178013529,2.59172259750309e-12,3.30574439840648e-11,17.2961088051601,"DPT","dermatopontin"
"213364_s_at",-1.13119599502463,7.72944312085981,-13.2578264024281,1.97546687957276e-24,1.43385434780195e-22,44.9967822575873,"SNX1","sorting nexin 1"
"218839_at",-1.13094692456122,8.92781534936449,-9.51194469862113,5.79723796451507e-16,1.28922009544201e-14,25.6216729256746,"HEY1","hes related family bHLH transcription factor with YRPW motif 1"
"208792_s_at",-1.12982106687509,9.00165804960748,-5.7940386863886,6.81696359838065e-08,4.14128680105551e-07,7.28253700534234,"CLU","clusterin"
"208438_s_at",-1.12542640127234,8.42259854024299,-11.9297734661388,1.83073522085647e-21,9.00535826188625e-20,38.2037308994001,"FGR","FGR proto-oncogene, Src family tyrosine kinase"
"222217_s_at",-1.12416471356193,8.84251575448598,-14.5709223236394,2.70943385796714e-27,3.17759550826746e-25,51.5510673746497,"SLC27A3","solute carrier family 27 member 3"
"214761_at",-1.12071761850528,7.31387962415888,-12.4390541870978,1.3110008698421e-22,7.54858717899006e-21,40.8251761958648,"ZNF423","zinc finger protein 423"
"212239_at",-1.11803030034695,8.50761157727103,-12.4062289772582,1.55294056364121e-22,8.82759555602476e-21,40.6567751190126,"PIK3R1","phosphoinositide-3-kinase regulatory subunit 1"
"211896_s_at",-1.1168546456703,11.1797563673364,-7.35534396796453,3.83656977495356e-11,4.04783543064821e-10,14.6348492164877,"DCN","decorin"
"209189_at",-1.11683119559289,11.1646191762056,-5.02208346083548,2.02204326191262e-06,9.42421878376884e-06,3.98162617746474,"FOS","Fos proto-oncogene, AP-1 transcription factor subunit"
"211416_x_at",-1.11627306568156,8.72376053948598,-8.19224966318692,5.51815594295446e-13,7.89223805371336e-12,18.8258212406945,"GGTLC1","gamma-glutamyltransferase light chain 1"
"205316_at",-1.11047245823189,7.91464618809346,-9.54492763001391,4.87684557956635e-16,1.099906377019e-14,25.7931986848005,"SLC15A2","solute carrier family 15 member 2"
"204223_at",-1.10965446362069,9.2824368361028,-10.9449163426033,3.13251055281711e-19,1.14241788295292e-17,33.0923687414759,"PRELP","proline and arginine rich end leucine rich repeat protein"
"216248_s_at",-1.10518063858164,8.0506715902243,-4.82997221653401,4.51136696045176e-06,1.96764122097762e-05,3.20459691248964,"NR4A2","nuclear receptor subfamily 4 group A member 2"
"203006_at",-1.1049084328202,9.27425958821495,-13.9397183934234,6.29777069824529e-26,5.99714634482906e-24,48.4231475657174,"INPP5A","inositol polyphosphate-5-phosphatase A"
"207480_s_at",-1.10489182965587,7.9987521342243,-9.39654748268256,1.06111295403733e-15,2.23908901087251e-14,25.0219667239233,"MEIS2","Meis homeobox 2"
"205207_at",-1.10358462289092,8.8018820325514,-4.98481667794045,2.36589896251721e-06,1.08789365624786e-05,3.82940254238337,"IL6","interleukin 6"
"215447_at",-1.10142266395391,7.67677552371028,-6.88433012841253,3.93403774410485e-10,3.47727739198288e-09,12.3408504866589,NA,NA
"219737_s_at",-1.09841106661224,8.10811316236449,-8.32599998250882,2.77430648491208e-13,4.14620197205203e-12,19.5062662972459,"PCDH9","protocadherin 9"
"210139_s_at",-1.09607223484343,11.1341820418224,-11.1675998223979,9.75529159534371e-20,3.89564807561011e-18,34.2517158866896,"PMP22","peripheral myelin protein 22"
"201719_s_at",-1.09227377022168,8.81335522097196,-12.9554471661658,9.23735258115631e-24,6.10789102569454e-22,43.4629684215093,"EPB41L2","erythrocyte membrane protein band 4.1 like 2"
"202552_s_at",-1.09193174421956,6.4295195788972,-10.8557319573015,5.00040998581602e-19,1.7574784812924e-17,32.6276465696296,"CRIM1","cysteine rich transmembrane BMP regulator 1"
"213715_s_at",-1.08951467157389,7.44546891586916,-15.1581849164005,1.51079250372543e-28,2.04030238548569e-26,54.4205683138794,"KANK3","KN motif and ankyrin repeat domains 3"
"202861_at",-1.08875800467242,9.32448345061682,-11.0355466555881,1.94803784746833e-19,7.27104310806313e-18,33.5644023973673,"PER1","period circadian regulator 1"
"212451_at",-1.08633200462421,8.07827514992523,-7.04487487232062,1.7896328865864e-10,1.68476508710625e-09,13.1165572552316,"SECISBP2L","SECIS binding protein 2 like"
"203485_at",-1.08561255482125,6.5099092987757,-10.6419657533301,1.53537484315945e-18,5.01653337685072e-17,31.5130472134797,"RTN1","reticulon 1"
"204069_at",-1.08314940509219,8.17727880490654,-13.2488636029036,2.06762776701396e-24,1.49587498481727e-22,44.9514404966732,"MEIS1","Meis homeobox 1"
"207826_s_at",-1.08290645075088,8.46004933902804,-9.52082109640846,5.53371391358881e-16,1.2367878348696e-14,25.6678292523002,"ID3","inhibitor of DNA binding 3"
"204122_at",-1.08114119606016,10.1792654513832,-7.31213527228113,4.75954527770839e-11,4.91231808351904e-10,14.4221953388152,"TYROBP","transmembrane immune signaling adaptor TYROBP"
"203638_s_at",-1.07770690547185,9.26137482111215,-11.3784409581302,3.23830637554112e-20,1.38501307036819e-18,35.3477603810345,"FGFR2","fibroblast growth factor receptor 2"
"217177_s_at",-1.07742860449296,6.05574177031776,-14.0884220927852,2.98954542296006e-26,2.94761241857606e-24,49.1639752025242,"PTPRB","protein tyrosine phosphatase receptor type B"
"204497_at",-1.07702503272801,8.48707887580374,-9.97108073039427,5.2096997723283e-17,1.36093481860248e-15,28.0129331821052,"ADCY9","adenylate cyclase 9"
